640,3.0
646,3.0
647,5.0
648,5.0
649,3.0
650,3.0
652,3.0
653,3.0
654,3.0
656,3.0
658,3.0
661,4.0
662,4.0
663,4.0
664,3.0
666,3.0
667,3.0
668,4.0
669,4.0
670,4.0
671,4.0
672,5.0
673,4.0
674,4.0
675,3.0
676,3.0
677,3.0
680,4.0
682,3.0
687,3.0
688,3.0
689,3.0
690,4.0
691,1.0
693,3.0
694,5.0
695,5.0
696,4.0
697,4.0
699,4.0
701,4.0
703,3.0
704,3.0
706,4.0
707,4.0
710,3.0
711,3.0
713,3.0
714,5.0
715,3.0
717,3.0
718,3.0
719,4.0
721,3.0
722,4.0
723,5.0
724,3.0
725,3.0
727,4.0
728,3.0
729,3.0
732,2.0
733,3.0
734,3.0
738,4.0
739,4.0
740,4.0
743,3.0
744,4.0
747,4.0
748,3.0
749,4.0
750,1.0
751,2.0
752,4.0
753,3.0
756,3.0
757,3.0
758,4.0
761,4.0
762,3.0
764,3.0
766,5.0
767,4.0
769,4.0
770,3.0
771,4.0
772,5.0
773,5.0
774,5.0
775,3.0
776,3.0
778,2.0
780,2.0
782,3.0
783,3.0
784,3.0
785,3.0
786,3.0
790,4.0
793,3.0
794,3.0
795,4.0
796,4.0
797,4.0
798,4.0
803,1.0
804,3.0
805,4.0
806,4.0
807,3.0
808,4.0
810,3.0
812,4.0
814,4.0
815,4.0
816,3.0
817,4.0
818,4.0
821,3.0
822,4.0
825,1.0
828,1.0
832,1.0
833,3.0
834,3.0
835,4.0
836,3.0
837,3.0
839,4.0
840,3.0
843,4.0
844,3.0
845,4.0
847,4.0
851,5.0
853,3.0
855,3.0
857,5.0
859,3.0
860,4.0
861,3.0
862,4.0
864,3.0
865,4.0
866,3.0
867,4.0
868,4.0
870,3.0
872,4.0
873,4.0
875,3.0
877,3.0
878,3.0
881,4.0
882,3.0
883,3.0
884,3.0
886,3.0
887,3.0
889,3.0
890,4.0
